ISO3,SUBMISSION_DATE,NDC_INDC,TYPE_RECLASS,TYPE_MAIN,COVERAGE_SECTORS_NDCS,COVERAGE_SECTORS_CALC,ECONOMY_WIDE,COVERAGE_GASES_NDCS,COVERAGE_GASES_CALC,EMI_POP_GDP,BASEYEAR,INTENSITY_PERCAP_GDP,TARGETS,DECLINE_AFTER_YEAR,ENERGY_NDCS,IPPU_NDCS,AGRICULTURE_NDCS,LULUCF_NDCS,WASTE_NDCS,OTHER_NDCS,ENERGY_CALC,IPPU_CALC,AGRICULTURE_CALC,LULUCF_CALC,WASTE_CALC,OTHER_CALC,CO2_NDCS,CH4_NDCS,N2O_NDCS,HFCS_NDCS,PFCS_NDCS,SF6_NDCS,NF3_NDCS,CO2_CALC,CH4_CALC,N2O_CALC,HFCS_CALC,PFCS_CALC,SF6_CALC,NF3_CALC,ABS,RBY,RBU,ABU,REI,AEI
BGD,20160921,NDC,ABS,RBU,"{""YES"": [""Energy"", ""IPPU""], ""NO"": [""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU""], ""NO"": [""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NAN"": [""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NO"": [""NF3""]}","{""EMI"": {""exclLU"": {""2011"": ""64 MtCO2eq_SAR"", ""2030"": ""339.130 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""327.130 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""303.130 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-5%""}}, ""conditional"": {""best"": {""2030"": ""-15%""}}}}, ""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-12 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-36 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,NO,NO,NO,NAN,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NO,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""327.130 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""303.130 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-5%""}}, ""conditional"": {""best"": {""2030"": ""-15%""}}}}}","{""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-12 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-36 MtCO2eq_SAR""}}}}}",,
BGR,20161005,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-40%""}}}}}",,,,
BHR,20161230,NDC,NGT,NGT,"{""YES"": [""Energy""], ""NAN"": [""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}","{""YES"": [""Energy""], ""NO"": [""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,NAN,NAN,NAN,YES,NO,NO,NO,NO,NO,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
BHS,20161031,NDC,RBU,RBU,"{""YES"": [""Energy"", ""LULUCF""], ""NAN"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-30%""}}}}, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,NAN,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,"{""RBU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-30%""}}}}}",,,
BIH,20170316,NDC,ABS,RBU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""1990"": ""34.04349 MtCO2eq"", ""2020"": ""34.04349 MtCO2eq"", ""2030"": ""40.852188 MtCO2eq""}, ""inclLU"": {""1990"": ""26.61996 MtCO2eq"", ""2020"": ""27.573490 MtCO2eq"", ""2030"": ""34.382188 MtCO2eq""}, ""onlyLU"": {""1990"": ""-7.42353 MtCO2eq"", ""2015"": ""-6.470 MtCO2eq"", ""2020"": ""-6.470 MtCO2eq"", ""2030"": ""-6.470 MtCO2eq""}}}",1990,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""32.748 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""25.599 MtCO2eq_SAR""}}}}, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""+18%""}}, ""conditional"": {""best"": {""2030"": ""-3%""}}}}, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-2%""}}, ""conditional"": {""best"": {""2030"": ""-23%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-1.634 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-8.783 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""32.748 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""25.599 MtCO2eq_SAR""}}}}}","{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""+18%""}}, ""conditional"": {""best"": {""2030"": ""-3%""}}}}}","{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-2%""}}, ""conditional"": {""best"": {""2030"": ""-23%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-1.634 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-8.783 MtCO2eq_SAR""}}}}}",,
BLR,20160921,NDC,ABS,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NO"": [""LULUCF""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NAN"": [""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NO"": [""NF3""]}","{""EMI"": {""exclLU"": {""1990"": ""139.15123 MtCO2eq_SAR""}}}",1990,nan,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""100.189 MtCO2eq_SAR""}}}}, ""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-28%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,NO,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NO,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""100.189 MtCO2eq_SAR""}}}}}","{""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-28%""}}}}}",,,,
BLZ,20160420,NDC,ABU,NGT,"{""YES"": [""Energy"", ""LULUCF"", ""Waste""], ""NAN"": [""IPPU"", ""Agriculture"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF"", ""Waste""], ""NO"": [""IPPU"", ""Agriculture"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4""], ""NAN"": [""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4""], ""NO"": [""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""onlyLU"": {""2015"": ""3.350 MtCO2eq_AR4"", ""2030"": ""3.020 MtCO2eq_AR4""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": {""inclLU"": {""conditional"": {""worst"": {""2030"": ""-0.7146 MtCO2eq_AR4""}, ""best"": {""2030"": ""-0.7549 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,YES,NAN,YES,NO,NO,YES,YES,NO,YES,YES,NAN,NAN,NAN,NAN,NAN,YES,YES,NO,NO,NO,NO,NO,,,,"{""ABU"": {""inclLU"": {""conditional"": {""worst"": {""2030"": ""-0.7146 MtCO2eq_AR4""}, ""best"": {""2030"": ""-0.7549 MtCO2eq_AR4""}}}}}",,
BOL,20161005,NDC,NGT,NGT,"{""YES"": [""Energy"", ""Agriculture"", ""LULUCF""], ""NAN"": [""IPPU"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""Agriculture"", ""LULUCF""], ""NO"": [""IPPU"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,2010,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,YES,YES,NAN,NAN,YES,NO,YES,YES,NO,NO,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
BRA,20160921,NDC,ABS,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NAN"": [""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6""], ""NO"": [""NF3""]}","{""EMI"": {""inclLU"": {""1990"": ""1400 MtCO2eq_AR5"", ""2005"": ""2100 MtCO2eq_AR5""}}}",2005,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""1300 MtCO2eq_AR5"", ""2030"": ""1200 MtCO2eq_AR5""}}}}, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-37%"", ""2030"": ""-43%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""1300 MtCO2eq_AR5"", ""2030"": ""1200 MtCO2eq_AR5""}}}}}","{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2025"": ""-37%"", ""2030"": ""-43%""}}}}}",,,,
BRB,20160422,NDC,ABS,RBU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""SF6""], ""NAN"": [""PFCS"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""SF6""], ""NO"": [""PFCS"", ""NF3""]}","{""EMI"": {""inclLU"": {""2008"": ""1.820 MtCO2eq_AR4"", ""2025"": ""2.2822 MtCO2eq_AR4"", ""2030"": ""2.5025 MtCO2eq_AR4""}}}",2008,nan,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""1.4378 MtCO2eq_AR4"", ""2030"": ""1.4014 MtCO2eq_AR4""}}}}, ""RBY"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-21%"", ""2030"": ""-23%""}}}}, ""RBU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-37%"", ""2030"": ""-44%""}}}}, ""ABU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-0.8444 MtCO2eq_AR4"", ""2030"": ""-1.1011 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""4.8 tCO2eq_AR4/capita""}}}}}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,YES,NAN,YES,YES,YES,YES,NO,YES,NO,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""1.4378 MtCO2eq_AR4"", ""2030"": ""1.4014 MtCO2eq_AR4""}}}}}","{""RBY"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-21%"", ""2030"": ""-23%""}}}}}","{""RBU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-37%"", ""2030"": ""-44%""}}}}}","{""ABU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-0.8444 MtCO2eq_AR4"", ""2030"": ""-1.1011 MtCO2eq_AR4""}}}}}",,"{""AEI"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""4.8 tCO2eq_AR4/capita""}}}}}"
BRN,20151201,INDC,NGT,NGT,"{""YES"": [""Energy"", ""LULUCF""], ""NAN"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF""], ""NO"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4""], ""NAN"": [""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4""], ""NO"": [""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2010"": ""10.02 MtCO2eq""}, ""onlyLU"": {""2010"": ""-2.63 MtCO2eq""}, ""inclLU"": {""2010"": ""7.40 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,NAN,NAN,YES,NO,NO,YES,NO,NO,YES,YES,NAN,NAN,NAN,NAN,NAN,YES,YES,NO,NO,NO,NO,NO,,,,,,
BTN,20170919,NDC,ABS,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2000"": ""-4.7 MtCO2eq"", ""2013"": ""-4.1 MtCO2eq""}}}",,nan,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""6.3 MtCO2eq"", ""2050"": ""6.3 MtCO2eq""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""0 MtCO2eq"", ""2050"": ""0 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""6.3 MtCO2eq"", ""2050"": ""6.3 MtCO2eq""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""0 MtCO2eq"", ""2050"": ""0 MtCO2eq""}}}}}",,,,,
BVT,,,,,,,,,,,,,,,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,,,,
BWA,20161111,NDC,ABS,RBY,"{""YES"": [""Energy"", ""Agriculture"", ""Waste""], ""NAN"": [""IPPU"", ""LULUCF"", ""Other""]}","{""YES"": [""Energy""], ""NO"": [""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2010"": ""8.307 MtCO2eq""}}}",2010,nan,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""7.061 MtCO2eq""}}}}, ""RBY"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-15%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,YES,NAN,YES,NAN,YES,NO,NO,NO,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""7.061 MtCO2eq""}}}}}","{""RBY"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""-15%""}}}}}",,,,
CAF,20161011,NDC,ABS,RBU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""-213.715 MtCO2eq"", ""2030"": ""-167.2946 MtCO2eq"", ""2050"": ""-120.8746 MtCO2eq""}, ""exclLU"": {""2010"": ""12.256 MtCO2eq"", ""2030"": ""32.1905 MtCO2eq"", ""2050"": ""59.8099 MtCO2eq""}, ""onlyLU"": {""2010"": ""-225.971 MtCO2eq"", ""2030"": ""-199.4851 MtCO2eq"", ""2050"": ""-180.6845 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-171.3566 MtCO2eq"", ""2050"": ""-131.2846 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-172.7946 MtCO2eq"", ""2050"": ""-168.1946 MtCO2eq""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""30.9995 MtCO2eq"", ""2050"": ""56.5204 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""30.5810 MtCO2eq"", ""2050"": ""44.8574 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-3.7%"", ""2050"": ""-5.5%""}}, ""conditional"": {""best"": {""2030"": ""-5%"", ""2050"": ""-25%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-4.062 MtCO2eq"", ""2050"": ""-10.410 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-5.4983 MtCO2eq"", ""2050"": ""-47.320 MtCO2eq""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""-1.1910 MtCO2eq"", ""2050"": ""-3.2895 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-1.6095 MtCO2eq"", ""2050"": ""-14.9525 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""20 tCO2eq/cap"", ""2050"": ""12 tCO2eq/cap""}}}}}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-171.3566 MtCO2eq"", ""2050"": ""-131.2846 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-172.7946 MtCO2eq"", ""2050"": ""-168.1946 MtCO2eq""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""30.9995 MtCO2eq"", ""2050"": ""56.5204 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""30.5810 MtCO2eq"", ""2050"": ""44.8574 MtCO2eq""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-3.7%"", ""2050"": ""-5.5%""}}, ""conditional"": {""best"": {""2030"": ""-5%"", ""2050"": ""-25%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-4.062 MtCO2eq"", ""2050"": ""-10.410 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-5.4983 MtCO2eq"", ""2050"": ""-47.320 MtCO2eq""}}}, ""exclLU"": {""unconditional"": {""best"": {""2030"": ""-1.1910 MtCO2eq"", ""2050"": ""-3.2895 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-1.6095 MtCO2eq"", ""2050"": ""-14.9525 MtCO2eq""}}}}}",,"{""AEI"": {""exclLU"": {""conditional"": {""best"": {""2030"": ""20 tCO2eq/cap"", ""2050"": ""12 tCO2eq/cap""}}}}}"
CAN,20170511,NDC,ABS,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2005"": ""747 MtCO2eq_AR4"", ""2030"": ""742 MtCO2eq_AR4""}}}",2005,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""523 MtCO2eq_AR4""}}}}, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-30%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""523 MtCO2eq_AR4""}}}}}","{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-30%""}}}}}",,,,
CHE,20171006,NDC,ABS,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""1990"": ""53.3 MtCO2eq_AR4"", ""2012"": ""51.4 MtCO2eq_AR4""}}}",1990,nan,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2025"": ""34.645 MtCO2eq_AR4"", ""2030"": ""26.65 MtCO2eq_AR4"", ""2050"": ""7.995 MtCO2eq_AR4""}, ""worst"": {""2050"": ""15.990 MtCO2eq_AR4""}}}}, ""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2025"": ""-35%"", ""2030"": ""-50%"", ""2050"": ""-85%""}, ""worst"": {""2050"": ""-70%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2025"": ""34.645 MtCO2eq_AR4"", ""2030"": ""26.65 MtCO2eq_AR4"", ""2050"": ""7.995 MtCO2eq_AR4""}, ""worst"": {""2050"": ""15.990 MtCO2eq_AR4""}}}}}","{""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2025"": ""-35%"", ""2030"": ""-50%"", ""2050"": ""-85%""}, ""worst"": {""2050"": ""-70%""}}}}}",,,,
